38.240000 20.420000 
40.560000 25.320000 

39.570000 26.150000 
36.260000 23.120000 

40.560000 25.320000 
39.570000 26.150000 

36.260000 23.120000 
37.520000 20.440000 

33.480000 10.540000 
36.080000 -5.210000 

37.560000 12.190000 
33.480000 10.540000 

38.420000 13.110000 
38.470000 15.130000 

37.520000 20.440000 
37.510000 15.170000 

41.230000 9.100000 
41.170000 13.050000 

41.170000 13.050000 
38.420000 13.110000 

36.080000 -5.210000 
41.230000 9.100000 

38.470000 15.130000 
38.150000 15.350000 

38.150000 15.350000 
39.360000 19.560000 

37.510000 15.170000 
35.490000 14.320000 

35.490000 14.320000 
37.560000 12.190000 

39.360000 19.560000 
38.240000 20.420000 

